group_id,group_name,technique_id,attack_id,technique_name,nb_utilisations
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--322bad5a-1c49-4d23-ab79-76d641794afa,T1007,System Service Discovery,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,T1016,System Network Configuration Discovery,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf,T1021.001,Remote Desktop Protocol,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,T1036.005,Match Legitimate Resource Name or Location,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475,T1049,System Network Connections Discovery,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,T1057,Process Discovery,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,T1059.003,Windows Command Shell,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--25659dd6-ea12-45c4-97e6-381e3e4b593e,T1087.001,Local Account,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--1e9eb839-294b-48cc-b0d3-c45555a2a004,T1114.001,Local Email Collection,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--b4694861-542c-48ea-9eb1-10d356e7140a,T1114.002,Remote Email Collection,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619,T1119,Automated Collection,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--3489cfc5-640f-4bb3-a103-9137b97de79f,T1135,Network Share Discovery,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--e624264c-033a-424d-9fd7-fc9c3bbdb03e,T1550.002,Pass the Hash,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662,T1560.001,Archive via Utility,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,T1566.001,Spearphishing Attachment,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7,T1566.002,Spearphishing Link,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--40f5caa0-4cb7-4117-89fc-d421bb493df3,T1583.001,Domains,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--f9cc4d06-775f-4ee1-b401-4e2cc0da30ba,T1584.001,Domains,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--65013dd2-bc61-43e3-afb5-a14c4fa7437a,T1585.002,Email Accounts,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--7807d3a4-a885-4639-a786-c1ed41484970,T1588.001,Malware,1
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,APT1,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0,T1588.002,Tool,1
intrusion-set--c47f937f-1022-4f42-8525-e7a4779a14cb,APT12,attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4,T1102.002,Bidirectional Communication,1
intrusion-set--c47f937f-1022-4f42-8525-e7a4779a14cb,APT12,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63,T1203,Exploitation for Client Execution,1
intrusion-set--c47f937f-1022-4f42-8525-e7a4779a14cb,APT12,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,T1204.002,Malicious File,1
intrusion-set--c47f937f-1022-4f42-8525-e7a4779a14cb,APT12,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,T1566.001,Spearphishing Attachment,1
intrusion-set--c47f937f-1022-4f42-8525-e7a4779a14cb,APT12,attack-pattern--83a766f8-1501-4b3a-a2de-2e2849e8dfc1,T1568.003,DNS Calculation,1
intrusion-set--d6e88e18-81e8-4709-82d8-973095da1e70,APT16,attack-pattern--e196b5c5-8118-4a1c-ab8a-936586ce3db5,T1584.004,Server,1
intrusion-set--090242d7-73fc-4738-af68-20162f7a5aae,APT17,attack-pattern--88d31120-5bc7-4ce3-a9c0-7cf147be8e54,T1583.006,Web Services,1
intrusion-set--090242d7-73fc-4738-af68-20162f7a5aae,APT17,attack-pattern--cdfc5f0a-9bb9-4352-b896-553cfa2d8fd8,T1585,Establish Accounts,1
intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648,APT18,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,T1027.013,Encrypted/Encoded File,1
intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648,APT18,attack-pattern--f3d95a1f-bba2-44ce-9af7-37866cd63fd0,T1053.002,At,1
intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648,APT18,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,T1059.003,Windows Command Shell,1
intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648,APT18,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,T1070.004,File Deletion,1
intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648,APT18,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,T1071.001,Web Protocols,1
intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648,APT18,attack-pattern--1996eef1-ced3-4d7f-bf94-33298cabbf72,T1071.004,DNS,1
intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648,APT18,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,T1078,Valid Accounts,1
intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648,APT18,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,T1082,System Information Discovery,1
intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648,APT18,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,T1083,File and Directory Discovery,1
intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648,APT18,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,T1105,Ingress Tool Transfer,1
intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648,APT18,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d,T1133,External Remote Services,1
intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648,APT18,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,T1547.001,Registry Run Keys / Startup Folder,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,T1016,System Network Configuration Discovery,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377,T1027.010,Command Obfuscation,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,T1027.013,Encrypted/Encoded File,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,T1033,System Owner/User Discovery,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,T1059,Command and Scripting Interpreter,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,T1059.001,PowerShell,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,T1071.001,Web Protocols,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,T1082,System Information Discovery,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,T1112,Modify Registry,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--04fd5427-79c7-44ea-ae13-11b24778ff1c,T1132.001,Standard Encoding,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,T1140,Deobfuscate/Decode Files or Information,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,T1189,Drive-by Compromise,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,T1204.002,Malicious File,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--b97f1d35-4249-4486-a6b5-ee60ccf24fab,T1218.010,Regsvr32,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--045d0922-2310-4e60-b5e4-3302302cb3c5,T1218.011,Rundll32,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--2959d63f-73fd-46a1-abd2-109d7dcede32,T1543.003,Windows Service,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,T1547.001,Registry Run Keys / Startup Folder,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0,T1564.003,Hidden Window,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,T1566.001,Spearphishing Attachment,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34,T1574.001,DLL,1
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,APT19,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0,T1588.002,Tool,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--f7c0689c-4dbd-489b-81be-7cb7c7079ade,T1001.001,Junk Data,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22,T1003,OS Credential Dumping,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90,T1003.001,LSASS Memory,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--edf91964-b26e-4b4a-9600-ccacd7d7df24,T1003.003,NTDS,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,T1005,Data from Local System,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--0f20e3cb-245b-4a61-8a91-2d93f7cb0e9b,T1014,Rootkit,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,T1021.002,SMB/Windows Admin Shares,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--1b7ba276-eedc-4951-a762-0ceea2c030ec,T1025,Data from Removable Media,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,T1027.013,Encrypted/Encoded File,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--c3888c54-775d-4b2f-b759-75a2ececcbfd,T1030,Data Transfer Size Limits,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0,T1036,Masquerading,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,T1036.005,Match Legitimate Resource Name or Location,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--eb125d40-0b2d-41ac-a71a-3229241c2cd3,T1037.001,Logon Script (Windows),1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--ae676644-d2d2-41b7-af7e-9bed1b55898c,T1039,Data from Network Shared Drive,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--3257eb21-f9a7-4430-8de1-d8b6e288f529,T1040,Network Sniffing,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--8e350c1d-ac79-4b5c-bd4e-7476d7e84ec5,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4,T1056.001,Keylogging,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,T1057,Process Discovery,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,T1059.001,PowerShell,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,T1059.003,Windows Command Shell,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839,T1068,Exploitation for Privilege Escalation,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,T1070.004,File Deletion,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611,T1070.006,Timestomp,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,T1071.001,Web Protocols,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--54b4c251-1f0e-4eba-ba6b-dbc7a6f6f06b,T1071.003,Mail Protocols,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--1c34f7aa-9341-4a48-bfab-af22e51aca6c,T1074.001,Local Data Staging,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--359b00ad-9425-420b-bba5-6de8d600cbc0,T1074.002,Remote Data Staging,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,T1078,Valid Accounts,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65,T1078.004,Cloud Accounts,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,T1083,File and Directory Discovery,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--69b8fd78-40e8-4600-ae4d-662c9d7afdb3,T1090.002,External Proxy,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--a782ebe2-daba-42c7-bc82-e8e9d923162d,T1090.003,Multi-hop Proxy,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--3b744087-9945-4a6f-91e8-9dbceda417a4,T1091,Replication Through Removable Media,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--64196062-5210-42c3-9a02-563a0d1797ef,T1092,Communication Through Removable Media,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--e74de37c-a829-446c-937d-56a44f0e9306,T1098.002,Additional Email Delegate Permissions,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4,T1102.002,Bidirectional Communication,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,T1105,Ingress Tool Transfer,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd,T1110,Brute Force,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--09c4c11e-4fa1-4f8c-8dad-3cf8e69ad119,T1110.001,Password Guessing,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--692074ae-bb62-4a5e-a735-02cb6bde458c,T1110.003,Password Spraying,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688,T1113,Screen Capture,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--b4694861-542c-48ea-9eb1-10d356e7140a,T1114.002,Remote Email Collection,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619,T1119,Automated Collection,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--348f1eef-964b-4eb6-bb53-69b3dcb0c643,T1120,Peripheral Device Discovery,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d,T1133,External Remote Services,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--86850eff-2729-40c3-b85e-c4af26da4a2d,T1134.001,Token Impersonation/Theft,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--ed7efd4d-ce28-4a19-a8e6-c58011eb2c7a,T1137.002,Office Test,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,T1140,Deobfuscate/Decode Files or Information,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,T1189,Drive-by Compromise,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,T1190,Exploit Public-Facing Application,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--9fa07bef-9c81-421e-a8e5-ad4366c5a925,T1199,Trusted Relationship,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63,T1203,Exploitation for Client Execution,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9,T1204.001,Malicious Link,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,T1204.002,Malicious File,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82,T1210,Exploitation of Remote Services,1
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,APT28,attack-pattern--fe926152-f431-4baf-956c-4ad3cb0bf23b,T1211,Exploitation for Stealth,1
